Date,Open,High,Low,Close,Volume
2020-06-08,2380,2420,2360,2400,42050
2020-06-09,2400,2420,2380,2400,67880
2020-06-10,2380,2430,2360,2410,27358
2020-06-11,2400,2420,2390,2410,20997
2020-06-12,2400,2430,2380,2410,21492
2020-06-15,2410,2430,2400,2420,29831
2020-06-16,2420,2430,2410,2420,34889
2020-06-17,2420,2440,2400,2420,29657
2020-06-18,2410,2430,2400,2420,46330
2020-06-19,2420,2430,2410,2420,72307
2020-06-22,2430,2460,2400,2420,33556
2020-06-23,2410,2450,2390,2430,17972
2020-06-24,2440,2460,2420,2430,59712
2020-06-25,2430,2460,2410,2440,70108
2020-06-26,2440,2460,2420,2440,24445
2020-06-29,2430,2460,2420,2440,68660
2020-06-30,2440,2470,2410,2440,56531
2020-07-01,2430,2470,2410,2450,133459
2020-07-02,2430,2470,2410,2450,60134
2020-07-03,2460,2470,2440,2450,20675
2020-07-06,2450,2470,2430,2450,23901
2020-07-07,2440,2450,2440,2450,36111
2020-07-08,2450,2480,2430,2460,28944
2020-07-09,2440,2480,2420,2460,19407
2020-07-10,2470,2480,2450,2460,46868
2020-07-13,2450,2480,2440,2460,27185
2020-07-14,2460,2470,2450,2470,22121
2020-07-15,2480,2500,2460,2470,22664
2020-07-16,2470,2480,2470,2480,25525
2020-07-17,2460,2490,2450,2480,56036
2020-07-20,2470,2510,2450,2490,12631
2020-07-21,2480,2530,2460,2500,57536
2020-07-22,2510,2540,2480,2500,57866
2020-07-23,2510,2530,2490,2510,54822
2020-07-24,2510,2510,2510,2510,49614
2020-07-27,2520,2540,2500,2520,64331
2020-07-28,2510,2570,2480,2520,50738
2020-07-29,2530,2540,2510,2520,15155
2020-07-30,2530,2540,2520,2530,61687
2020-07-31,2520,2560,2490,2530,42201
2020-08-03,2510,2560,2490,2530,48800
2020-08-04,2550,2560,2530,2540,113647
2020-08-05,2530,2560,2510,2530,23875
2020-08-06,2550,2570,2520,2530,14753
2020-08-07,2520,2560,2500,2540,5840
2020-08-10,2540,2560,2520,2540,101101
2020-08-11,2560,2580,2520,2540,36956
2020-08-12,2560,2570,2530,2540,28117
2020-08-13,2550,2570,2520,2540,162192
2020-08-14,2530,2570,2510,2540,49240
2020-08-17,2550,2560,2530,2540,31702
2020-08-18,2530,2550,2530,2540,43869
2020-08-19,2550,2560,2530,2540,36780
2020-08-20,2540,2560,2530,2550,10871
2020-08-21,2560,2590,2520,2550,25180
2020-08-24,2560,2590,2530,2550,28472
2020-08-25,2530,2580,2500,2550,13369
2020-08-26,2560,2580,2540,2550,49620
2020-08-27,2530,2560,2530,2550,28751
2020-08-28,2550,2570,2530,2550,53452
2020-08-31,2580,2580,2550,2550,6268
2020-09-01,2550,2570,2530,2550,25345
2020-09-02,2560,2570,2540,2550,25575
2020-09-03,2560,2590,2520,2550,21711
2020-09-04,2550,2560,2540,2550,52537
2020-09-07,2570,2570,2550,2550,6409
2020-09-08,2540,2570,2510,2540,47273
2020-09-09,2530,2550,2520,2540,23200
2020-09-10,2550,2560,2530,2540,32167
2020-09-11,2540,2560,2530,2540,79416
2020-09-14,2530,2580,2510,2540,15719
2020-09-15,2570,2590,2510,2530,52228
2020-09-16,2520,2550,2500,2530,36713
2020-09-17,2540,2540,2520,2530,224877
2020-09-18,2510,2530,2500,2520,33989
2020-09-21,2510,2520,2510,2520,12641
2020-09-22,2530,2570,2490,2520,53098
2020-09-23,2530,2560,2480,2510,13963
2020-09-24,2510,2530,2490,2510,49346
2020-09-25,2510,2530,2490,2510,77850
2020-09-28,2500,2540,2470,2510,30842
2020-09-29,2500,2530,2480,2500,27903
2020-09-30,2490,2510,2470,2490,71802
2020-10-01,2510,2530,2480,2500,14044
2020-10-02,2490,2520,2470,2490,26013
2020-10-05,2470,2530,2440,2490,21811
2020-10-06,2490,2530,2450,2490,94961
2020-10-07,2490,2510,2460,2480,75938
2020-10-08,2490,2500,2470,2480,55581
2020-10-09,2470,2500,2450,2480,58649
2020-10-12,2460,2490,2450,2480,38303
2020-10-13,2490,2510,2460,2480,37155
2020-10-14,2480,2500,2470,2480,9388
2020-10-15,2480,2500,2450,2470,68399
2020-10-16,2460,2480,2450,2470,12192
2020-10-19,2460,2480,2450,2470,34460
2020-10-20,2460,2480,2440,2460,8409
2020-10-21,2460,2480,2440,2460,191669
2020-10-22,2480,2490,2440,2450,37183
2020-10-23,2460,2480,2430,2450,43429
2020-10-26,2440,2460,2440,2450,38536
2020-10-27,2460,2480,2430,2450,30870
2020-10-28,2450,2460,2440,2450,92980
2020-10-29,2450,2490,2420,2450,36227
2020-10-30,2440,2480,2410,2450,21751
2020-11-02,2450,2470,2430,2450,35696
2020-11-03,2440,2440,2430,2440,22244
2020-11-04,2430,2460,2420,2440,44493
2020-11-05,2420,2460,2400,2440,104659
2020-11-06,2410,2460,2390,2440,67662
2020-11-09,2440,2460,2420,2440,40986
2020-11-10,2440,2460,2420,2430,21225
2020-11-11,2430,2440,2430,2430,30137
2020-11-12,2420,2470,2400,2430,18303
2020-11-13,2420,2440,2410,2430,102847
2020-11-16,2420,2430,2420,2430,16055
2020-11-17,2430,2460,2420,2430,21391
2020-11-18,2420,2450,2400,2430,40378
2020-11-19,2430,2440,2410,2430,40340
2020-11-20,2410,2440,2400,2430,18224
2020-11-23,2440,2460,2420,2430,51781
2020-11-24,2430,2460,2410,2440,15940
2020-11-25,2460,2480,2420,2440,17667
2020-11-26,2440,2460,2420,2440,15419
2020-11-27,2450,2470,2430,2440,25593
2020-11-30,2410,2460,2390,2440,47584
2020-12-01,2450,2460,2430,2440,16125
2020-12-02,2450,2460,2430,2440,15991
2020-12-03,2450,2470,2410,2440,36725
2020-12-04,2430,2460,2410,2440,20250
2020-12-07,2430,2490,2400,2450,13027
2020-12-08,2460,2480,2440,2450,39931
2020-12-09,2440,2490,2420,2460,73342
2020-12-10,2460,2490,2430,2460,16580
2020-12-11,2450,2460,2440,2460,13312
2020-12-14,2450,2480,2430,2460,60112
2020-12-15,2440,2480,2430,2470,14492
2020-12-16,2490,2510,2450,2470,50584
2020-12-17,2490,2520,2450,2470,24179
2020-12-18,2460,2480,2450,2470,22672
2020-12-21,2470,2510,2430,2480,146131
2020-12-22,2480,2510,2460,2480,41219
2020-12-23,2470,2490,2460,2480,82930
2020-12-24,2450,2500,2450,2490,21622
2020-12-25,2480,2510,2470,2490,102401
2020-12-28,2500,2530,2480,2500,51170
2020-12-29,2480,2520,2460,2500,20669
2020-12-30,2500,2530,2480,2510,48974
2020-12-31,2510,2540,2480,2510,29450
2021-01-01,2510,2540,2490,2510,17422
2021-01-04,2510,2540,2490,2520,73017
2021-01-05,2510,2550,2480,2520,12929
2021-01-06,2520,2560,2500,2530,52260
2021-01-07,2530,2540,2520,2530,138105
2021-01-08,2520,2540,2520,2530,40342
2021-01-11,2520,2550,2510,2540,30037
2021-01-12,2530,2550,2520,2550,55688
2021-01-13,2560,2570,2540,2550,22591
2021-01-14,2550,2580,2540,2560,74331
2021-01-15,2560,2590,2540,2560,70621
2021-01-18,2570,2590,2550,2570,72162
2021-01-19,2580,2600,2550,2570,109168
2021-01-20,2550,2570,2550,2570,65795
2021-01-21,2540,2620,2520,2580,51261
2021-01-22,2550,2610,2530,2580,35519
2021-01-25,2590,2610,2560,2580,45862
2021-01-26,2580,2620,2560,2590,52362
2021-01-27,2580,2630,2560,2600,5064
2021-01-28,2600,2630,2580,2600,10166
2021-01-29,2590,2640,2550,2600,41487
2021-02-01,2610,2650,2580,2610,11783
2021-02-02,2620,2640,2600,2620,52428
2021-02-03,2620,2630,2610,2620,67617
2021-02-04,2600,2650,2580,2630,222378
2021-02-05,2640,2660,2620,2630,13440
2021-02-08,2620,2670,2580,2630,16271
2021-02-09,2650,2670,2620,2640,26572
2021-02-10,2640,2680,2610,2650,9318
2021-02-11,2640,2680,2620,2650,11776
2021-02-12,2630,2690,2610,2660,35328
2021-02-15,2670,2690,2640,2660,3414
2021-02-16,2670,2710,2640,2670,44988
2021-02-17,2650,2690,2630,2670,77559
2021-02-18,2670,2680,2660,2670,82241
2021-02-19,2660,2720,2620,2680,39224
2021-02-22,2680,2710,2650,2680,90113
2021-02-23,2690,2700,2670,2680,21814
2021-02-24,2680,2710,2650,2670,23734
2021-02-25,2670,2680,2670,2680,97646
2021-02-26,2690,2730,2650,2680,93454
2021-03-01,2670,2710,2640,2680,62878
2021-03-02,2660,2700,2640,2680,24000
2021-03-03,2670,2710,2660,2690,67144
2021-03-04,2700,2720,2660,2680,22680
2021-03-05,2670,2710,2660,2690,39621
2021-03-08,2700,2730,2670,2690,25794
2021-03-09,2690,2690,2680,2680,142841
2021-03-10,2670,2690,2660,2680,13570
2021-03-11,2680,2710,2660,2680,174180
2021-03-12,2660,2690,2660,2680,28208
2021-03-15,2690,2720,2660,2690,35152
2021-03-16,2700,2720,2680,2690,11538
2021-03-17,2670,2710,2660,2690,13310
2021-03-18,2690,2700,2680,2690,6837
2021-03-19,2680,2720,2670,2700,84960
2021-03-22,2730,2760,2670,2700,77148
2021-03-23,2720,2750,2680,2700,58246
2021-03-24,2710,2720,2680,2700,11308
2021-03-25,2710,2740,2680,2700,30333
2021-03-26,2700,2720,2680,2690,30683
2021-03-29,2680,2720,2660,2690,195048
2021-03-30,2700,2720,2680,2700,5745
2021-03-31,2710,2740,2670,2690,42049
2021-04-01,2680,2720,2670,2700,27722
2021-04-02,2690,2730,2660,2690,17187
2021-04-05,2700,2720,2670,2690,18732
2021-04-06,2690,2730,2670,2690,85589
2021-04-07,2690,2710,2670,2690,83039
2021-04-08,2720,2730,2670,2690,71952
2021-04-09,2680,2710,2660,2680,37435
2021-04-12,2700,2720,2660,2680,39482
2021-04-13,2680,2700,2660,2680,70807
2021-04-14,2680,2710,2650,2680,34190
2021-04-15,2660,2690,2650,2680,49265
2021-04-16,2680,2710,2640,2670,71819
2021-04-19,2690,2740,2640,2680,90159
2021-04-20,2680,2700,2660,2680,43133
2021-04-21,2690,2720,2650,2680,42160
2021-04-22,2670,2700,2650,2680,34227
2021-04-23,2690,2710,2660,2680,7760
2021-04-26,2680,2710,2650,2680,78300
2021-04-27,2680,2720,2650,2680,35395
2021-04-28,2670,2700,2650,2680,15776
2021-04-29,2690,2720,2660,2680,34390
2021-04-30,2690,2720,2660,2680,48537
2021-05-03,2680,2710,2660,2680,44295
2021-05-04,2680,2710,2650,2680,27289
2021-05-05,2700,2700,2680,2680,20224
2021-05-06,2670,2690,2650,2680,119931
2021-05-07,2660,2700,2650,2680,29979
2021-05-10,2680,2710,2650,2680,24551
2021-05-11,2680,2710,2660,2680,13712
2021-05-12,2680,2700,2670,2680,10850
2021-05-13,2670,2710,2650,2680,14577
2021-05-14,2690,2710,2670,2680,9372
2021-05-17,2670,2710,2660,2680,76867
2021-05-18,2680,2720,2660,2690,19677
2021-05-19,2700,2710,2670,2680,92093
2021-05-20,2680,2700,2660,2680,14859
2021-05-21,2720,2720,2680,2680,59819
2021-05-24,2670,2700,2660,2680,16938
2021-05-25,2670,2710,2650,2680,37114
2021-05-26,2680,2720,2650,2680,59926
2021-05-27,2690,2710,2670,2690,18880
2021-05-28,2680,2720,2660,2690,11587
2021-05-31,2680,2700,2670,2690,36343
2021-06-01,2700,2730,2670,2700,101007
2021-06-02,2720,2750,2680,2700,29945
2021-06-03,2690,2700,2690,2700,61291
2021-06-04,2680,2730,2660,2700,30575
2021-06-07,2700,2710,2690,2700,228589
2021-06-08,2720,2760,2680,2710,23133
2021-06-09,2730,2730,2700,2710,31829
2021-06-10,2720,2750,2700,2720,7720
2021-06-11,2720,2740,2710,2730,69976
2021-06-14,2730,2760,2710,2730,52418
2021-06-15,2730,2760,2710,2740,46229
2021-06-16,2730,2770,2710,2740,26512
2021-06-17,2750,2760,2730,2740,20150
2021-06-18,2740,2770,2730,2750,43374
2021-06-21,2760,2790,2730,2750,18925
2021-06-22,2740,2790,2710,2760,21050
2021-06-23,2740,2790,2710,2760,92392
2021-06-24,2760,2770,2750,2760,95205
2021-06-25,2760,2780,2750,2770,3143
2021-06-28,2740,2810,2710,2780,4518
2021-06-29,2780,2810,2750,2780,64016
2021-06-30,2780,2830,2750,2790,42538
2021-07-01,2800,2820,2780,2790,65044
2021-07-02,2780,2810,2770,2800,27603
2021-07-05,2800,2830,2780,2810,37643
2021-07-06,2810,2840,2800,2810,28223
2021-07-07,2790,2840,2760,2820,60858
2021-07-08,2830,2850,2810,2830,84281
2021-07-09,2860,2870,2820,2830,38625
2021-07-12,2830,2870,2810,2840,104116
2021-07-13,2830,2860,2820,2850,5004
2021-07-14,2860,2880,2840,2850,46753
2021-07-15,2840,2860,2840,2860,27245
2021-07-16,2850,2900,2820,2870,35745
2021-07-19,2840,2900,2810,2870,30353
2021-07-20,2880,2900,2850,2870,42524
2021-07-21,2850,2900,2820,2870,37902
2021-07-22,2870,2910,2850,2880,25785
2021-07-23,2890,2910,2880,2890,63455
2021-07-26,2900,2910,2870,2890,39522
2021-07-27,2880,2910,2870,2890,53699
2021-07-28,2880,2920,2860,2900,32398
2021-07-29,2900,2920,2890,2900,18233
2021-07-30,2910,2930,2880,2900,22598
2021-08-02,2890,2930,2880,2910,180238
2021-08-03,2910,2940,2880,2910,229848
2021-08-04,2910,2960,2880,2920,47180
2021-08-05,2930,2930,2910,2920,16568
2021-08-06,2900,2960,2870,2930,66473
2021-08-09,2920,2950,2910,2930,81508
2021-08-10,2940,2980,2900,2930,23599
2021-08-11,2920,2960,2900,2930,26559
2021-08-12,2930,2950,2900,2930,13445
2021-08-13,2930,2960,2910,2940,38878
2021-08-16,2940,2980,2920,2950,33821
2021-08-17,2940,2980,2920,2950,40671
2021-08-18,2940,2980,2910,2950,61322
2021-08-19,2920,2990,2880,2950,104316
2021-08-20,2960,3000,2930,2960,34338
2021-08-23,2950,2980,2930,2960,104707
2021-08-24,2960,3000,2930,2960,29088
2021-08-25,2950,2990,2920,2960,45850
2021-08-26,2940,2990,2920,2960,17871
2021-08-27,2960,3000,2930,2960,61357
2021-08-30,2940,3000,2920,2970,39685
2021-08-31,2970,2990,2960,2970,27857
2021-09-01,2960,3000,2930,2970,45295
2021-09-02,2980,3020,2940,2970,43308
2021-09-03,2960,2980,2950,2970,12319
2021-09-06,2960,3000,2940,2980,30654
2021-09-07,2970,3000,2960,2980,99441
2021-09-08,2960,2990,2950,2980,16002
2021-09-09,3000,3030,2970,2990,121648
2021-09-10,2980,3020,2960,2990,15130
2021-09-13,3020,3040,2970,2990,27572
2021-09-14,2990,3000,2980,2990,12493
2021-09-15,2980,3010,2960,2990,46884
2021-09-16,3000,3020,2950,2980,28157
2021-09-17,2960,3020,2920,2980,75714
2021-09-20,2960,3000,2950,2990,39685
2021-09-21,3010,3040,2970,2990,66754
2021-09-22,2980,2990,2970,2980,42695
2021-09-23,2960,3020,2940,2980,44275
2021-09-24,2980,3000,2960,2980,28355
2021-09-27,2990,3020,2960,2990,17515
2021-09-28,3000,3030,2950,2980,12897
2021-09-29,2970,3020,2930,2980,16660
2021-09-30,2970,3020,2930,2980,27179
2021-10-01,2970,2990,2960,2970,32859
2021-10-04,2970,3010,2950,2980,25370
2021-10-05,2960,3000,2940,2970,175278
2021-10-06,2990,3040,2930,2970,109560
2021-10-07,2970,2970,2970,2970,48174
2021-10-08,2960,3000,2930,2970,61124
2021-10-11,2980,3020,2940,2970,24126
2021-10-12,2960,2980,2950,2970,48158
2021-10-13,2980,3020,2940,2970,36762
2021-10-14,2960,2980,2960,2970,55556
2021-10-15,2970,2990,2960,2980,75090
2021-10-18,2980,3030,2940,2980,19801
2021-10-19,2970,2990,2950,2980,67788
2021-10-20,2990,3010,2960,2980,25851
2021-10-21,2960,3010,2930,2970,26093
2021-10-22,2960,2990,2960,2980,18762
2021-10-25,2970,3000,2940,2980,44352
2021-10-26,2960,3020,2930,2980,18576
2021-10-27,2970,3000,2960,2980,54670
2021-10-28,2970,3000,2960,2980,111613
2021-10-29,2970,3010,2930,2980,57006
2021-11-01,2970,3020,2950,2980,44641
2021-11-02,2960,3000,2940,2980,23707
2021-11-03,2980,3000,2960,2980,34573
2021-11-04,2960,3010,2950,2980,16447
2021-11-05,2990,3010,2960,2980,82455
2021-11-08,2980,3010,2970,2990,25742
2021-11-09,2990,3010,2970,2980,34407
2021-11-10,2990,3020,2960,2990,25799
2021-11-11,2990,3000,2970,2990,146548
2021-11-12,2990,3010,2970,2990,10256
2021-11-15,2980,3020,2960,2990,114087
2021-11-16,2990,3010,2970,2990,23271
2021-11-17,2990,3020,2970,3000,16087
2021-11-18,3020,3030,2990,3000,51433
2021-11-19,3010,3030,2980,3000,97927
2021-11-22,3000,3040,2980,3000,61113
2021-11-23,3000,3010,2990,3000,143816
2021-11-24,3000,3030,2980,3000,25113
2021-11-25,3000,3020,2990,3000,40582
2021-11-26,3010,3040,2980,3000,17830
2021-11-29,3010,3030,2980,3000,72165
2021-11-30,3000,3010,3000,3010,52817
2021-12-01,3010,3030,2980,3000,23777
2021-12-02,3030,3040,2990,3000,51770
2021-12-03,2970,3020,2960,3010,24070
2021-12-06,3010,3030,2990,3010,67542
2021-12-07,3000,3040,2980,3010,34019
2021-12-08,3030,3040,3000,3010,18590
2021-12-09,3000,3050,2980,3020,55139
2021-12-10,3010,3050,2990,3030,120386
2021-12-13,3010,3040,3000,3030,23128
2021-12-14,3020,3080,2970,3030,15898
2021-12-15,3040,3050,3030,3040,79790
2021-12-16,3050,3080,3010,3040,25400
2021-12-17,3050,3070,3030,3050,26425
2021-12-20,3060,3070,3040,3050,34697
2021-12-21,3060,3090,3030,3060,17300
2021-12-22,3060,3080,3040,3050,227524
2021-12-23,3020,3070,3010,3060,59799
2021-12-24,3080,3100,3040,3060,48795
2021-12-27,3080,3120,3030,3070,69601
2021-12-28,3080,3100,3070,3080,34749
2021-12-29,3100,3140,3050,3080,22731
2021-12-30,3070,3130,3040,3100,41451
2021-12-31,3110,3120,3090,3100,30802
2022-01-03,3110,3140,3090,3110,100996
2022-01-04,3110,3160,3080,3110,17994
2022-01-05,3090,3150,3070,3120,29171
2022-01-06,3100,3170,3070,3130,24155
2022-01-07,3110,3150,3090,3130,43032
2022-01-10,3120,3170,3090,3130,25292
2022-01-11,3110,3160,3080,3140,21170
2022-01-12,3150,3170,3120,3140,74656
2022-01-13,3130,3180,3110,3150,42694
2022-01-14,3110,3180,3090,3150,80573
2022-01-17,3140,3180,3120,3160,25998
2022-01-18,3170,3210,3130,3160,33136
2022-01-19,3170,3190,3140,3160,69580
2022-01-20,3170,3190,3150,3170,11117
2022-01-21,3190,3230,3140,3170,52986
2022-01-24,3150,3170,3150,3170,25919
2022-01-25,3160,3210,3120,3170,65802
2022-01-26,3160,3210,3120,3170,25701
2022-01-27,3180,3230,3140,3180,190077
2022-01-28,3180,3220,3140,3180,22867
2022-01-31,3200,3240,3150,3190,60101
2022-02-01,3190,3230,3160,3190,87142
2022-02-02,3190,3220,3160,3190,83879
2022-02-03,3180,3210,3160,3190,27424
2022-02-04,3170,3210,3160,3190,51226
2022-02-07,3190,3220,3170,3200,16102
2022-02-08,3200,3220,3190,3200,24882
2022-02-09,3190,3240,3160,3210,42288
2022-02-10,3210,3220,3200,3210,30213
2022-02-11,3220,3230,3210,3220,103937
2022-02-14,3220,3260,3190,3220,73315
2022-02-15,3180,3240,3170,3230,22662
2022-02-16,3220,3230,3220,3230,30831
2022-02-17,3220,3240,3210,3240,57029
2022-02-18,3250,3270,3210,3230,81837
2022-02-21,3230,3260,3200,3230,135731
2022-02-22,3240,3280,3200,3230,50255
2022-02-23,3210,3260,3200,3240,25776
2022-02-24,3240,3290,3210,3240,12340
2022-02-25,3240,3290,3190,3240,66833
2022-02-28,3220,3250,3220,3240,82290
2022-03-01,3230,3260,3210,3240,150972
2022-03-02,3240,3280,3200,3240,48269
2022-03-03,3210,3250,3200,3230,20931
2022-03-04,3210,3240,3200,3230,30700
2022-03-07,3240,3280,3210,3240,41670
2022-03-08,3250,3280,3220,3240,65181
2022-03-09,3270,3280,3220,3230,58936
2022-03-10,3260,3290,3200,3230,21449
2022-03-11,3220,3250,3210,3230,40183
2022-03-14,3240,3270,3190,3220,12696
2022-03-15,3220,3240,3200,3220,54025
2022-03-16,3250,3280,3200,3220,72358
2022-03-17,3240,3260,3210,3220,95405
2022-03-18,3210,3240,3180,3210,49661
2022-03-21,3230,3250,3200,3220,34287
2022-03-22,3190,3260,3150,3220,23503
2022-03-23,3220,3280,3170,3220,22914
2022-03-24,3220,3250,3180,3210,32115
2022-03-25,3200,3230,3190,3210,28776
2022-03-28,3200,3240,3190,3220,58698
2022-03-29,3190,3240,3180,3220,46666
2022-03-30,3210,3220,3200,3210,14475
2022-03-31,3220,3230,3200,3210,29741
2022-04-01,3210,3240,3170,3200,99217
2022-04-04,3210,3250,3160,3200,189725
2022-04-05,3190,3260,3140,3200,140957
2022-04-06,3200,3220,3180,3200,67709
2022-04-07,3200,3220,3180,3200,15321
2022-04-08,3200,3200,3190,3190,44861
2022-04-11,3170,3240,3140,3200,93616
2022-04-12,3200,3220,3180,3190,32487
2022-04-13,3210,3230,3180,3190,11657
2022-04-14,3160,3220,3140,3190,52347
2022-04-15,3170,3210,3140,3180,24185
2022-04-18,3160,3200,3150,3180,12201
2022-04-19,3190,3220,3160,3180,12181
2022-04-20,3200,3240,3140,3180,23811
2022-04-21,3200,3220,3150,3170,55763
2022-04-22,3150,3170,3140,3170,60500
2022-04-25,3140,3220,3100,3170,38534
2022-04-26,3180,3210,3150,3170,22409
2022-04-27,3160,3190,3140,3170,89839
2022-04-28,3170,3200,3130,3160,44527
2022-04-29,3150,3180,3130,3160,46893
2022-05-02,3150,3180,3130,3160,56212
2022-05-03,3170,3180,3150,3160,61456
2022-05-04,3170,3190,3140,3160,32784
2022-05-05,3160,3180,3130,3150,82435
2022-05-06,3150,3180,3120,3150,21816
2022-05-09,3150,3180,3120,3150,8041
2022-05-10,3130,3190,3090,3150,38211
2022-05-11,3170,3200,3130,3150,25698
2022-05-12,3150,3180,3110,3140,9956
2022-05-13,3140,3150,3130,3140,13175
2022-05-16,3170,3180,3130,3140,49207
2022-05-17,3150,3200,3110,3140,72866
2022-05-18,3130,3160,3120,3140,36365
2022-05-19,3140,3160,3130,3140,42493
2022-05-20,3120,3170,3080,3130,36515
2022-05-23,3110,3140,3110,3140,52956
2022-05-24,3140,3180,3100,3130,38932
2022-05-25,3140,3170,3110,3130,19607
2022-05-26,3120,3160,3100,3130,25322
2022-05-27,3150,3190,3100,3130,44406
2022-05-30,3120,3150,3090,3130,18243
2022-05-31,3120,3160,3100,3130,23995
2022-06-01,3130,3160,3110,3140,66282
2022-06-02,3130,3160,3110,3140,92417
2022-06-03,3110,3160,3090,3140,176045
2022-06-06,3160,3170,3140,3150,34638
2022-06-07,3160,3180,3130,3150,40599
2022-06-08,3170,3190,3130,3150,10745
2022-06-09,3170,3200,3140,3160,63050
2022-06-10,3130,3190,3100,3160,33852
2022-06-13,3180,3200,3150,3170,19982
2022-06-14,3160,3210,3130,3170,47838
2022-06-15,3190,3210,3160,3180,26672
2022-06-16,3190,3210,3160,3180,27177
2022-06-17,3180,3220,3160,3190,79202
2022-06-20,3180,3240,3160,3200,60528
2022-06-21,3190,3210,3180,3190,55337
2022-06-22,3190,3260,3140,3200,19007
2022-06-23,3190,3220,3160,3200,35799
2022-06-24,3220,3250,3180,3210,20952
2022-06-27,3210,3230,3200,3220,55076
2022-06-28,3210,3260,3180,3220,105242
2022-06-29,3220,3250,3200,3230,28796
2022-06-30,3240,3270,3210,3230,28746
2022-07-01,3230,3260,3200,3240,37139
2022-07-04,3200,3280,3170,3250,31421
2022-07-05,3270,3300,3220,3240,16681
2022-07-06,3250,3260,3240,3250,16176
2022-07-07,3250,3260,3240,3250,147662
2022-07-08,3250,3310,3210,3260,37224
2022-07-11,3290,3320,3230,3260,16737
2022-07-12,3240,3300,3220,3270,21650
2022-07-13,3270,3300,3250,3280,109583
2022-07-14,3300,3320,3270,3280,70014
2022-07-15,3270,3320,3240,3280,63204
2022-07-18,3250,3290,3240,3280,146286
2022-07-19,3270,3310,3250,3280,12744
2022-07-20,3280,3320,3250,3280,115183
2022-07-21,3290,3320,3260,3280,50229
2022-07-22,3280,3330,3240,3290,76677
2022-07-25,3260,3330,3230,3300,126978
2022-07-26,3290,3320,3280,3310,50317
2022-07-27,3300,3330,3290,3310,37818
2022-07-28,3320,3340,3300,3310,100932
2022-07-29,3330,3340,3300,3310,43246
2022-08-01,3320,3340,3300,3320,26526
2022-08-02,3340,3360,3300,3320,56454
2022-08-03,3300,3330,3300,3320,99457
2022-08-04,3310,3380,3270,3320,92370
2022-08-05,3290,3370,3250,3330,38822
2022-08-08,3320,3380,3290,3340,71317
2022-08-09,3350,3380,3330,3350,37368
2022-08-10,3340,3410,3290,3360,70373
2022-08-11,3360,3410,3330,3360,48773
2022-08-12,3350,3380,3330,3360,112448
2022-08-15,3370,3380,3350,3360,26607
2022-08-16,3370,3400,3340,3370,16944
2022-08-17,3380,3420,3340,3370,16490
2022-08-18,3350,3390,3350,3380,37943
2022-08-19,3390,3430,3350,3380,29949
2022-08-22,3410,3430,3360,3380,22520
2022-08-23,3350,3420,3310,3380,13185
2022-08-24,3410,3430,3370,3390,18123
2022-08-25,3400,3440,3340,3380,41230
2022-08-26,3360,3410,3340,3380,37033
2022-08-29,3410,3430,3370,3390,10726
2022-08-30,3390,3420,3360,3390,31363
2022-08-31,3390,3420,3370,3400,29739
2022-09-01,3390,3430,3360,3400,60008
2022-09-02,3410,3450,3370,3400,25766
2022-09-05,3400,3430,3370,3400,70162
2022-09-06,3410,3450,3380,3400,23886
2022-09-07,3370,3420,3350,3400,209211
2022-09-08,3400,3440,3360,3400,30578
2022-09-09,3430,3460,3380,3400,77873
2022-09-12,3390,3430,3360,3400,62483
2022-09-13,3390,3450,3350,3400,42401
2022-09-14,3390,3420,3370,3400,62572
2022-09-15,3430,3450,3380,3400,23989
2022-09-16,3410,3450,3370,3400,21203
2022-09-19,3390,3430,3370,3410,165538
2022-09-20,3420,3440,3400,3410,67615
2022-09-21,3380,3460,3330,3400,23857
2022-09-22,3430,3460,3390,3410,77451
2022-09-23,3390,3420,3380,3400,41215
2022-09-26,3390,3430,3370,3400,18519
2022-09-27,3400,3420,3390,3400,46448
2022-09-28,3400,3430,3380,3400,127357
2022-09-29,3380,3440,3340,3390,6896
2022-09-30,3380,3420,3350,3380,36495
2022-10-03,3410,3420,3370,3380,31434
2022-10-04,3380,3410,3340,3380,20863
2022-10-05,3380,3400,3350,3370,27977
2022-10-06,3370,3400,3340,3360,36648
2022-10-07,3360,3410,3320,3360,66566
2022-10-10,3360,3400,3310,3350,56976
2022-10-11,3390,3420,3330,3350,45607
2022-10-12,3360,3410,3310,3350,7869
2022-10-13,3340,3400,3290,3350,52056
2022-10-14,3360,3370,3330,3340,20018
2022-10-17,3360,3380,3330,3340,34346
2022-10-18,3340,3360,3320,3340,57402
2022-10-19,3360,3380,3330,3340,69951
2022-10-20,3340,3370,3300,3340,22520
2022-10-21,3350,3350,3330,3330,264186
2022-10-24,3340,3360,3310,3330,25345
2022-10-25,3320,3370,3290,3340,65952
2022-10-26,3360,3380,3300,3330,123181
2022-10-27,3340,3360,3310,3320,29558
2022-10-28,3330,3350,3300,3320,27550
2022-10-31,3320,3350,3290,3320,98526
2022-11-01,3330,3350,3290,3310,122298
2022-11-02,3320,3350,3280,3310,60152
2022-11-03,3300,3350,3270,3310,22936
2022-11-04,3290,3320,3280,3310,12099
2022-11-07,3310,3340,3280,3310,31769
2022-11-08,3290,3330,3280,3310,25332
2022-11-09,3330,3360,3270,3300,49299
2022-11-10,3320,3350,3280,3310,27190
2022-11-11,3290,3350,3250,3310,85870
